Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,1093.969223
NCW29,OUT035,3315.12723
FDO11,OUT013,814.2505507
NCM31,OUT049,1501.294608
FDV35,OUT019,711.7689661
FDF58,OUT017,2728.865815
NCE43,OUT049,1684.715395
FDA02,OUT035,822.9795689
DRL37,OUT010,2544.252645
FDR24,OUT018,1823.607141
FDW59,OUT049,1361.136609
FDS22,OUT049,1450.583712
FDW24,OUT017,707.2700515
FDU24,OUT035,1117.47817
FDA21,OUT027,2366.193372
FDH58,OUT027,374.1895445
FDW36,OUT018,592.0897512
FDI45,OUT027,2884.706895
FDU01,OUT018,3046.571565
FDF35,OUT027,719.938551
FDU43,OUT019,2599.279698
FDE24,OUT019,2571.75656
FDK50,OUT049,2544.252645
FDG31,OUT045,1826.170132
FDC60,OUT045,895.5847315
FDL36,OUT013,2992.072065
FDP21,OUT013,2544.252645
FDW16,OUT045,2048.604206
FDX02,OUT017,3341.45703
FDQ58,OUT027,2759.294842
FDT51,OUT046,2310.472342
FDD59,OUT049,2156.135249
NCM42,OUT018,3072.901365
FDA57,OUT018,359.6790508
FDZ48,OUT035,498.045112
FDE46,OUT045,489.8755271
NCZ30,OUT019,3019.521029
FDB56,OUT017,2544.252645
FDA25,OUT027,2544.252645
FDD20,OUT013,98.20443965
FDL25,OUT013,2544.252645
NCO18,OUT049,484.2883504
FDJ45,OUT017,933.4864296
FDR12,OUT035,711.7689661
NCF19,OUT010,317.8968471
FDK25,OUT046,2048.604206
NCR17,OUT046,611.406421
FDC52,OUT046,2156.135249
NCA54,OUT017,2135.889291
FDR45,OUT010,577.4058079
NCM19,OUT049,3072.901365
FDF39,OUT027,309.6508326
FDX23,OUT049,1155.379869
FDD58,OUT027,176.4930245
FDX28,OUT013,1478.330201
NCD31,OUT013,2048.604206
FDU57,OUT018,2048.604206
FDI27,OUT046,500.3823521
NCM42,OUT046,2571.75656
FDD32,OUT027,2759.294842
FDI34,OUT013,2334.453174
NCM29,OUT049,592.0897512
FDG46,OUT018,2963.072273
DRC01,OUT010,1044.873008
FDB15,OUT027,2759.294842
NCA17,OUT027,1684.715395
FDF10,OUT046,577.4058079
FDR26,OUT027,1836.03736
FDI02,OUT049,3084.48702
NCM54,OUT010,2963.072273
FDF14,OUT013,814.2505507
FDJ33,OUT010,348.6735753
FDM20,OUT035,2789.413797
FDC03,OUT027,707.2700515
NCX05,OUT046,2963.072273
NCM41,OUT027,1684.715395
NCU29,OUT010,2872.550121
FDQ59,OUT017,2470.691119
FDH46,OUT010,217.8888581
FDH09,OUT013,1823.607141
NCD06,OUT045,3227.756696
FDC15,OUT035,3268.931405
DRD37,OUT027,2759.294842
FDT28,OUT027,1139.24317
FDR28,OUT027,2048.604206
FDT38,OUT017,1093.969223
FDV34,OUT027,592.0897512
FDY52,OUT035,1501.294608
FDB34,OUT013,1826.170132
DRL23,OUT018,932.0594727
DRB24,OUT046,2048.604206
FDJ50,OUT046,2728.865815
FDQ49,OUT035,932.0594727
FDP20,OUT035,2907.72318
FDV19,OUT027,2759.294842
NCR54,OUT045,3248.981666
FDO09,OUT010,1297.761897
FDS57,OUT018,3046.571565
FDN10,OUT049,3102.971774
FDV23,OUT049,529.9017037
FDY28,OUT049,1684.715395
DRG51,OUT013,2048.604206
FDD45,OUT019,2048.604206
NCL18,OUT027,1684.715395
NCM29,OUT013,932.0594727
FDF17,OUT027,719.938551
FDE22,OUT017,323.1493205
FDQ22,OUT017,814.2505507
FDS01,OUT013,814.2505507
FDW35,OUT027,323.1493205
FDJ33,OUT046,2843.038624
NCF54,OUT035,374.1895445
FDE09,OUT013,2756.632764
NCE06,OUT045,2544.252645
DRH49,OUT049,3084.48702
FDY43,OUT045,592.0897512
NCT05,OUT017,1619.784938
FDZ34,OUT045,2840.676741
FDL38,OUT017,2048.604206
FDZ31,OUT017,2156.135249
FDR14,OUT035,3046.571565
NCN54,OUT049,2571.75656
NCC42,OUT027,3138.813052
FDK08,OUT017,711.7689661
FDP59,OUT013,2862.7689
FDV22,OUT035,1684.715395
FDD33,OUT035,2156.135249
DRE60,OUT027,2544.252645
FDK52,OUT046,484.2883504
FDA02,OUT017,2048.604206
FDM56,OUT049,3315.12723
FDE57,OUT035,3046.571565
FDM32,OUT045,3227.756696
NCQ30,OUT027,2076.965459
FDQ27,OUT027,1975.712687
FDT60,OUT027,1943.568404
FDU43,OUT049,711.7689661
NCO55,OUT035,2874.756732
FDG02,OUT045,1276.608328
FDJ28,OUT013,2963.072273
FDP40,OUT045,2048.604206
FDJ38,OUT045,1684.715395
NCC54,OUT017,2862.7689
NCZ41,OUT046,850.0124538
FDK38,OUT019,1769.327493
FDU52,OUT013,3046.571565
FDC40,OUT046,3315.12723
NCR30,OUT017,1974.581786
NCN18,OUT017,719.938551
FDB50,OUT035,3138.813052
FDG04,OUT013,1975.712687
FDR26,OUT035,1075.868458
NCT17,OUT018,3315.12723
FDX35,OUT027,278.8464068
FDS12,OUT046,2759.294842
NCZ29,OUT027,494.0604261
FDB38,OUT010,2544.252645
FDP12,OUT013,3275.311466
FDP22,OUT046,359.6790508
FDS26,OUT018,3315.12723
FDR52,OUT046,895.5847315
DRJ13,OUT046,359.6790508
FDU48,OUT027,1054.714889
FDE29,OUT035,348.6735753
NCT29,OUT049,1684.715395
DRK37,OUT018,2544.252645
FDK55,OUT046,3084.48702
FDR07,OUT046,119.042524
FDO21,OUT027,2571.75656
FDK46,OUT049,2156.135249
FDB12,OUT045,2544.252645
FDT31,OUT027,719.938551
FDJ33,OUT045,2537.098861
FDC26,OUT027,3102.971774
NCQ02,OUT045,2569.797327
FDP08,OUT010,2366.193372
FDB11,OUT027,3138.813052
FDV55,OUT013,3315.12723
FDW20,OUT049,2544.252645
NCJ18,OUT019,564.7373084
FDC41,OUT018,2544.252645
FDE14,OUT027,2571.75656
FDG35,OUT013,3435.497936
FDF45,OUT035,1338.260036
FDS19,OUT027,2569.797327
FDS58,OUT019,2237.959147
FDA26,OUT017,2366.193372
FDM32,OUT049,1501.294608
FDL45,OUT046,2728.865815
FDZ55,OUT049,2890.439683
FDY37,OUT049,2544.252645
FDO46,OUT046,592.3571117
FDQ60,OUT046,2759.294842
FDA19,OUT018,2728.865815
FDL15,OUT046,932.0594727
FDM10,OUT018,2759.294842
NCL05,OUT017,498.045112
DRK49,OUT010,592.0897512
NCE18,OUT027,110.8729392
FDG40,OUT049,1975.712687
DRI59,OUT045,3305.430421
FDK28,OUT035,2941.570497
NCD06,OUT019,2989.402073
FDO11,OUT019,711.7689661
FDK27,OUT046,2156.135249
FDT43,OUT027,2759.294842
FDD38,OUT018,711.7689661
FDA16,OUT049,1501.294608
FDL14,OUT027,814.2505507
NCM17,OUT049,1297.761897
FDD20,OUT045,3046.571565
FDA40,OUT045,333.9140061
FDL43,OUT045,2759.294842
FDV15,OUT045,3108.59378
FDE52,OUT046,814.2505507
NCL17,OUT010,1813.501632
NCJ31,OUT045,1501.294608
FDR60,OUT045,3115.796767
NCA18,OUT035,3680.265254
FDS21,OUT027,3046.571565
FDW09,OUT035,3248.981666
FDL26,OUT035,559.8348402
FDS47,OUT018,1769.327493
FDC39,OUT046,2544.252645
FDT51,OUT035,2571.75656
FDK40,OUT035,3084.48702
NCG19,OUT045,1826.170132
FDZ07,OUT046,1826.170132
FDF08,OUT027,2544.252645
FDO04,OUT013,2048.604206
FDK41,OUT018,3084.48702
FDP15,OUT049,3921.518366
NCD43,OUT018,2989.402073
NCP18,OUT013,2992.072065
FDZ51,OUT046,2992.072065
DRH13,OUT035,1276.608328
FDF38,OUT045,2743.964265
NCI43,OUT045,2544.252645
FDM38,OUT027,494.0604261
FDS03,OUT013,814.2505507
DRJ47,OUT017,1501.294608
FDT50,OUT010,1338.260036
FDV02,OUT046,1501.294608
NCG18,OUT017,2544.252645
FDW52,OUT046,711.7689661
FDS40,OUT035,1986.51833
FDN31,OUT017,2862.7689
FDA37,OUT045,2994.945653
FDA15,OUT046,3046.571565
FDL39,OUT046,2759.294842
FDJ53,OUT045,3341.45703
FDX22,OUT013,1684.715395
NCZ42,OUT045,715.3503763
FDD56,OUT027,1002.773524
FDD40,OUT017,1129.414714
FDS50,OUT013,1361.136609
NCN14,OUT013,3103.02032
FDT15,OUT013,1450.583712
NCS18,OUT027,2544.252645
NCO26,OUT010,2789.413797
FDF58,OUT018,2959.274918
NCB19,OUT013,1769.327493
FDH26,OUT017,314.6234612
DRB24,OUT027,217.8888581
FDA49,OUT018,333.9140061
FDB32,OUT045,2571.75656
FDI36,OUT017,3046.571565
NCA17,OUT010,374.1895445
FDH22,OUT013,2366.193372
NCM26,OUT018,1448.870616
FDT15,OUT027,2156.135249
FDB16,OUT018,2893.129354
NCP54,OUT027,3131.527429
FDJ36,OUT013,1826.170132
FDO28,OUT045,814.2505507
FDU09,OUT013,3102.971774
FDF29,OUT017,1975.712687
FDY08,OUT013,348.6735753
DRJ59,OUT018,2759.294842
FDT23,OUT027,1129.414714
FDU15,OUT018,1488.626108
FDT47,OUT013,2716.197316
FDI53,OUT019,1986.51833
FDR59,OUT018,1684.715395
FDD53,OUT035,2048.604206
FDY51,OUT017,2571.75656
FDT04,OUT049,2894.584306
FDU51,OUT049,3084.48702
FDG14,OUT035,1769.327493
NCU06,OUT045,1674.234965
DRG25,OUT046,2571.75656
DRH49,OUT035,2916.769483
FDN15,OUT035,374.1895445
FDL43,OUT018,2366.193372
NCT18,OUT049,710.1660338
NCB31,OUT013,2048.604206
FDK57,OUT035,1478.330201
FDY04,OUT019,3046.571565
NCP54,OUT046,850.0124538
FDF41,OUT013,932.0594727
FDM01,OUT045,1501.294608
FDW03,OUT045,1975.712687
FDF28,OUT045,1684.715395
FDY37,OUT017,2635.120976
FDQ03,OUT017,3268.931405
FDP51,OUT027,2048.604206
FDJ40,OUT017,3131.527429
FDC32,OUT049,2048.604206
DRI49,OUT027,3072.901365
NCW54,OUT017,317.8968471
FDF09,OUT017,517.2332042
FDP45,OUT018,1117.47817
DRJ23,OUT018,2544.252645
FDS59,OUT017,2544.252645
FDY08,OUT046,1684.715395
FDX16,OUT049,711.7689661
FDY16,OUT018,1276.608328
FDK32,OUT035,2946.888438
FDQ22,OUT013,471.6198509
NCC31,OUT018,1561.935674
FDG58,OUT049,2759.294842
DRF48,OUT013,2415.459168
DRH36,OUT049,2759.294842
NCR30,OUT035,2599.279698
FDB03,OUT019,3046.571565
FDZ28,OUT027,323.1493205
FDR35,OUT017,2443.860721
DRD15,OUT027,2892.928849
FDJ33,OUT019,814.2505507
FDA56,OUT010,2946.888438
FDP56,OUT046,2143.46675
NCT30,OUT046,2544.252645
FDK15,OUT017,719.938551
FDH44,OUT018,2728.865815
FDV01,OUT013,2544.252645
DRG03,OUT017,2759.294842
FDG50,OUT027,1684.715395
FDR16,OUT010,350.0436216
FDZ60,OUT046,814.2505507
DRG03,OUT045,3305.430421
FDS56,OUT018,932.0594727
FDU33,OUT045,1684.715395
DRD27,OUT035,711.7689661
FDW22,OUT046,2048.604206
DRA24,OUT045,2544.252645
FDF38,OUT049,2493.58324
FDX48,OUT013,1501.294608
FDS58,OUT018,2156.135249
FDC32,OUT046,1501.294608
NCQ29,OUT045,2048.604206
DRK39,OUT018,2759.294842
NCS38,OUT017,1285.093398
DRO47,OUT013,2366.193372
DRG27,OUT027,2531.584146
FDC57,OUT027,932.0594727
FDS55,OUT046,3227.756696
NCJ06,OUT018,2544.252645
FDO01,OUT019,323.1493205
NCM55,OUT045,333.9140061
FDC52,OUT049,707.2700515
FDQ15,OUT045,2916.769483
NCT30,OUT027,2366.193372
NCR42,OUT027,3046.571565
FDD28,OUT035,1297.761897
FDQ34,OUT049,2544.252645
FDZ12,OUT027,3248.981666
DRE13,OUT019,314.4421803
NCN07,OUT019,1348.468109
FDM28,OUT035,2571.75656
FDI10,OUT017,1684.715395
FDQ25,OUT013,2759.294842
FDA38,OUT010,2963.072273
DRI13,OUT049,3248.981666
FDY20,OUT027,2907.72318
NCZ53,OUT035,1963.044187
NCM31,OUT013,3019.521029
DRB01,OUT017,1684.715395
DRF37,OUT046,1975.712687
NCF42,OUT049,2143.46675
FDF16,OUT018,1684.715395
FDB41,OUT013,1044.873008
FDR34,OUT013,2544.252645
FDR15,OUT018,1450.583712
NCV42,OUT019,2963.072273
FDW51,OUT035,2894.584306
FDU36,OUT017,564.7373084
FDX60,OUT049,2035.935706
FDY03,OUT035,3341.45703
FDW55,OUT045,2609.809653
FDT01,OUT010,3131.527429
FDG58,OUT013,3248.981666
FDK21,OUT017,1501.294608
NCS41,OUT019,511.1970829
FDS10,OUT045,3046.571565
NCT53,OUT046,2156.135249
FDJ28,OUT018,2544.252645
FDX44,OUT045,1684.715395
FDT20,OUT018,1102.138808
FDO44,OUT017,2537.098861
NCX17,OUT049,1361.136609
FDY01,OUT017,2756.632764
FDJ12,OUT027,374.1895445
DRK35,OUT018,2571.75656
FDD47,OUT019,2571.75656
NCM53,OUT035,2635.120976
FDO45,OUT013,529.9017037
NCM42,OUT010,719.938551
FDE04,OUT046,1975.712687
NCI30,OUT027,2470.691119
FDZ19,OUT013,1338.260036
FDW57,OUT013,814.2505507
FDA25,OUT013,2571.75656
FDT22,OUT046,1338.260036
FDP51,OUT013,654.8004508
FDD48,OUT027,2048.604206
FDY39,OUT035,2728.865815
FDO48,OUT010,1117.47817
FDD23,OUT027,2890.439683
DRN35,OUT027,3007.415477
FDT01,OUT035,1117.47817
FDC20,OUT010,932.0594727
DRJ35,OUT035,2156.135249
FDB32,OUT046,1684.715395
FDL24,OUT046,2537.098861
NCV42,OUT035,175.3215602
FDZ46,OUT046,2571.75656
FDC15,OUT013,3103.02032
FDD08,OUT019,3248.981666
FDY50,OUT049,2571.75656
FDD36,OUT013,1361.136609
FDG57,OUT027,3046.571565
FDL21,OUT018,719.938551
FDN16,OUT027,2728.865815
FDJ09,OUT027,1297.761897
FDS01,OUT010,2759.294842
FDV33,OUT017,2728.865815
DRE12,OUT017,323.1493205
FDR07,OUT013,1836.03736
FDP48,OUT010,932.0594727
NCB55,OUT035,2156.135249
FDQ08,OUT013,3046.571565
FDR34,OUT035,1975.712687
FDO33,OUT046,2544.252645
FDP13,OUT045,1684.715395
FDX12,OUT049,110.8729392
NCT06,OUT049,3227.756696
FDR16,OUT019,2490.682537
FDE36,OUT046,1155.379869
FDZ36,OUT049,1943.568404
FDV13,OUT045,2946.888438
NCZ17,OUT035,2544.252645
FDU56,OUT045,2571.75656
FDM09,OUT035,511.1970829
FDV02,OUT017,2789.413797
FDS34,OUT018,711.7689661
FDA11,OUT049,2156.135249
FDP09,OUT017,3072.901365
FDB29,OUT027,309.6508326
FDT19,OUT017,2544.252645
DRH15,OUT017,3501.6435
FDY38,OUT046,2759.294842
FDF14,OUT027,3046.571565
FDN48,OUT010,3108.59378
FDQ12,OUT013,1361.136609
NCJ43,OUT045,3248.981666
FDE17,OUT019,2415.459168
FDB05,OUT035,2759.294842
FDH10,OUT045,1684.715395
NCR06,OUT017,1228.690273
FDU32,OUT018,1836.03736
FDD56,OUT049,119.042524
FDO36,OUT018,2992.072065
FDH16,OUT010,2976.733574
FDX10,OUT018,2877.771184
FDZ37,OUT017,3155.671159
FDU31,OUT010,2544.252645
DRC49,OUT049,2916.769483
FDL15,OUT045,2759.294842
FDN32,OUT019,2759.294842
DRH59,OUT027,1619.784938
NCU29,OUT049,2759.294842
FDR37,OUT019,2693.244204
FDS14,OUT018,3103.02032
FDU02,OUT027,323.1493205
FDJ08,OUT035,314.6234612
NCZ06,OUT045,1975.712687
FDO31,OUT049,2048.604206
FDH31,OUT018,2544.252645
FDS58,OUT017,1975.712687
NCA53,OUT027,983.9154592
FDF50,OUT046,1561.935674
NCW42,OUT049,3248.981666
NCQ17,OUT045,1501.294608
FDK51,OUT018,2950.403774
NCW41,OUT010,3410.351215
NCR29,OUT017,2366.193372
FDB08,OUT019,3991.445759
FDA40,OUT027,699.1004666
FDL14,OUT018,2048.604206
FDB47,OUT046,343.9726195
FDO03,OUT035,3046.571565
DRK13,OUT019,2963.072273
FDX13,OUT010,2143.46675
FDF52,OUT046,2890.439683
FDT11,OUT013,1619.784938
FDB08,OUT013,2890.439683
FDQ28,OUT018,3033.903066
FDD29,OUT045,1823.607141
NCQ29,OUT027,1117.47817
NCO02,OUT013,2728.865815
FDR56,OUT010,1975.712687
NCM54,OUT049,2544.252645
FDP51,OUT035,3144.028785
FDT38,OUT013,911.2385999
FDZ20,OUT018,814.2505507
FDJ53,OUT013,719.938551
FDX13,OUT049,2759.294842
FDP58,OUT035,1139.24317
NCK31,OUT019,1943.568404
FDA35,OUT018,2310.472342
FDV37,OUT018,1826.170132
NCO07,OUT027,1826.170132
FDA20,OUT045,323.1493205
FDZ59,OUT035,2544.252645
NCY17,OUT017,1836.03736
FDQ28,OUT035,1279.401169
FDV35,OUT017,3085.577495
FDQ36,OUT013,1129.414714
FDD34,OUT018,2963.072273
FDK51,OUT045,1975.712687
FDV31,OUT035,1102.138808
FDR04,OUT035,3046.571565
FDR14,OUT049,1501.294608
DRC36,OUT010,1826.170132
FDE39,OUT019,3222.525535
FDP57,OUT049,711.7689661
FDE57,OUT046,1826.170132
NCN18,OUT046,932.0594727
NCQ05,OUT018,3019.521029
FDW47,OUT035,1044.873008
FDV46,OUT035,3410.351215
NCP29,OUT045,2916.769483
FDE09,OUT018,3811.844728
NCU06,OUT027,719.938551
FDT19,OUT010,1117.47817
DRF15,OUT017,2759.294842
DRI51,OUT013,1501.294608
NCX54,OUT013,2839.752615
DRE01,OUT013,3248.981666
NCB07,OUT045,3227.756696
FDU50,OUT035,2963.072273
FDG40,OUT035,2963.072273
FDW10,OUT018,3248.981666
FDX51,OUT013,1975.712687
NCP17,OUT045,2544.252645
FDP21,OUT035,1338.260036
FDL04,OUT045,176.4930245
FDV23,OUT013,711.7689661
FDF24,OUT046,711.7689661
FDH56,OUT027,1450.583712
FDB51,OUT049,1044.873008
FDI58,OUT027,2963.072273
FDR20,OUT013,559.8348402
FDC51,OUT018,1117.47817
FDB16,OUT027,2877.771184
FDE40,OUT049,1155.379869
NCM17,OUT035,1975.712687
FDU56,OUT035,374.1895445
FDS32,OUT019,2048.604206
FDX02,OUT049,3072.340789
FDT39,OUT027,3315.12723
FDE35,OUT017,1975.712687
NCI42,OUT019,2571.75656
DRL23,OUT046,2571.75656
FDA10,OUT046,654.8004508
FDA11,OUT013,1361.136609
NCM06,OUT046,2890.439683
NCT05,OUT035,714.3634645
NCQ02,OUT010,317.8968471
NCY06,OUT049,1266.732669
FDY56,OUT035,671.97479
FDL02,OUT035,2756.632764
NCI06,OUT035,316.748105
FDQ14,OUT045,1680.707847
FDQ12,OUT017,3046.571565
FDP36,OUT046,919.3909732
FDK21,OUT027,2963.072273
FDO40,OUT045,217.8888581
NCK54,OUT019,3503.336931
FDY09,OUT018,1450.583712
NCW30,OUT049,2890.439683
NCC55,OUT027,3103.02032
FDE58,OUT018,2963.072273
FDR39,OUT013,2994.945653
FDU28,OUT049,2890.439683
FDH08,OUT017,343.9726195
FDG35,OUT045,2985.331385
FDG22,OUT049,3043.309638
FDC34,OUT035,2759.294842
FDP15,OUT018,2048.604206
FDK34,OUT010,3084.48702
FDU45,OUT035,333.9140061
FDQ04,OUT027,2728.865815
FDX22,OUT018,2890.439683
FDB45,OUT017,1975.712687
NCH43,OUT027,2490.682537
DRE60,OUT046,1297.761897
FDD17,OUT027,2366.193372
NCM54,OUT017,3046.571565
NCH55,OUT013,323.1493205
NCT06,OUT017,719.938551
FDA48,OUT027,3138.813052
FDY58,OUT027,2415.459168
FDO25,OUT045,2759.294842
FDN50,OUT045,314.6234612
FDH35,OUT035,3019.521029
FDK09,OUT045,3046.571565
FDO16,OUT013,2890.439683
FDW11,OUT045,2589.134393
FDU47,OUT027,3019.521029
NCQ42,OUT010,2684.869198
FDK55,OUT027,1975.712687
FDN08,OUT049,494.0604261
FDT57,OUT045,486.8577186
FDJ12,OUT018,2890.439683
DRL59,OUT017,1561.935674
NCN53,OUT046,710.1660338
FDO51,OUT010,2963.072273
FDK56,OUT017,3046.571565
FDY12,OUT035,362.7121211
FDU15,OUT035,2982.224628
FDQ19,OUT046,2756.632764
DRF15,OUT045,2571.75656
DRE25,OUT019,2048.604206
FDK57,OUT018,343.9726195
FDD33,OUT010,895.5847315
FDR34,OUT027,1361.136609
FDU04,OUT045,2959.274918
FDE35,OUT019,2890.439683
NCD31,OUT035,3371.575985
FDJ56,OUT035,2894.584306
NCU53,OUT046,2894.584306
FDD39,OUT035,2759.294842
NCU17,OUT019,3061.096942
FDJ20,OUT046,2571.75656
NCW41,OUT018,1297.761897
FDL52,OUT035,2048.604206
FDS39,OUT035,3227.756696
DRJ47,OUT045,1963.044187
FDP13,OUT010,309.6508326
DRK39,OUT010,2946.888438
FDF28,OUT010,711.7689661
FDB09,OUT045,2544.252645
FDM51,OUT046,2544.252645
DRM49,OUT018,2156.135249
DRF23,OUT013,1338.260036
DRH01,OUT035,2862.7689
FDH12,OUT027,2992.072065
FDA28,OUT019,2728.865815
FDW37,OUT018,1450.583712
FDF02,OUT046,1450.583712
DRL37,OUT046,1279.401169
NCF43,OUT046,2861.649715
FDH08,OUT010,814.2505507
FDR34,OUT019,1751.001978
NCK19,OUT049,2890.439683
NCD55,OUT018,1450.583712
FDT27,OUT049,2759.294842
FDQ57,OUT045,1450.583712
FDA47,OUT035,2728.865815
DRG15,OUT027,911.3124427
FDE05,OUT018,2544.252645
FDN46,OUT046,2894.584306
FDX27,OUT027,526.2829965
FDT51,OUT045,3127.242506
FDU33,OUT013,2599.279698
FDJ16,OUT027,498.045112
FDD20,OUT019,2156.135249
FDT36,OUT049,714.3634645
DRF15,OUT027,1684.715395
FDN52,OUT010,710.1660338
FDC22,OUT027,484.2883504
FDX15,OUT045,1501.294608
FDT13,OUT013,2571.75656
FDU04,OUT017,2728.865815
FDU31,OUT019,2756.632764
FDW59,OUT027,486.8577186
NCO29,OUT046,2978.571648
FDL15,OUT035,592.0897512
FDI41,OUT049,2992.072065
FDQ48,OUT049,2048.604206
DRI39,OUT013,2415.459168
FDI08,OUT013,2890.439683
FDC21,OUT049,511.1970829
FDF58,OUT035,707.2700515
FDS08,OUT010,2890.439683
FDE47,OUT045,1044.873008
NCP18,OUT019,2946.888438
NCR41,OUT013,3108.59378
FDA27,OUT013,2759.294842
FDA43,OUT035,2963.072273
FDA49,OUT045,2048.604206
NCE55,OUT018,1735.925919
DRM49,OUT027,3305.430421
FDF22,OUT027,1684.715395
FDQ15,OUT018,3227.756696
NCS54,OUT017,3046.571565
NCY05,OUT013,822.9795689
FDR45,OUT046,529.9017037
FDK57,OUT049,932.0594727
FDF41,OUT010,3046.571565
FDV21,OUT046,489.8755271
FDD51,OUT046,2569.797327
FDF33,OUT046,710.1660338
FDA38,OUT046,2989.402073
FDR56,OUT045,1684.715395
NCN41,OUT017,3275.311466
FDC60,OUT027,2544.252645
FDB47,OUT045,1450.583712
DRH01,OUT013,2759.294842
FDW08,OUT046,2759.294842
FDF38,OUT027,316.748105
FDY32,OUT017,3072.901365
FDG34,OUT049,703.5613745
FDG47,OUT019,2537.098861
NCF18,OUT035,3019.521029
FDL39,OUT019,3046.571565
NCH55,OUT035,3138.813052
DRJ35,OUT049,1276.608328
FDS44,OUT035,1228.690273
DRE01,OUT018,2571.75656
FDY39,OUT013,1044.873008
FDY32,OUT018,2992.072065
FDR33,OUT027,1117.47817
NCP50,OUT049,3371.575985
FDZ47,OUT018,1823.368861
FDU57,OUT049,1684.715395
FDY44,OUT013,814.2505507
DRH59,OUT018,309.6508326
FDB03,OUT027,2916.769483
FDY46,OUT045,814.2505507
FDM39,OUT045,3072.901365
FDY36,OUT035,2728.865815
NCM55,OUT035,2890.439683
FDJ50,OUT010,3469.95323
DRL60,OUT013,2366.193372
NCJ54,OUT049,3046.571565
FDX59,OUT017,983.9154592
FDI07,OUT013,3019.521029
DRF51,OUT010,489.8755271
FDM14,OUT017,374.1895445
FDP21,OUT045,911.3124427
FDE40,OUT035,1102.138808
FDE05,OUT035,971.7601338
FDM13,OUT027,2890.439683
FDC34,OUT027,2156.135249
NCI55,OUT018,814.2505507
NCE43,OUT018,3046.571565
FDW58,OUT018,2366.193372
FDG60,OUT045,932.0594727
FDV31,OUT017,3007.415477
FDR47,OUT013,710.1660338
FDM60,OUT019,1044.873008
NCF06,OUT018,1361.136609
NCN26,OUT027,719.938551
FDQ59,OUT049,1361.136609
FDF09,OUT046,2890.439683
NCS06,OUT017,2571.75656
FDT44,OUT046,2544.252645
FDI19,OUT017,1975.712687
FDT22,OUT017,2759.294842
NCF54,OUT027,1155.379869
DRG25,OUT045,2759.294842
FDB59,OUT017,1836.03736
FDQ37,OUT017,3019.521029
FDP56,OUT035,333.9140061
FDW44,OUT035,2544.252645
FDJ26,OUT010,385.9878486
FDU43,OUT018,2756.632764
FDW33,OUT045,1826.170132
NCX53,OUT027,2599.279698
FDN56,OUT010,2635.120976
DRF15,OUT049,2818.206841
FDO33,OUT017,3019.521029
FDZ39,OUT010,119.042524
NCJ19,OUT017,719.938551
FDU01,OUT035,814.2505507
FDT12,OUT035,3315.12723
NCM18,OUT018,1826.170132
FDP19,OUT017,1975.712687
NCR42,OUT049,489.8755271
FDN10,OUT046,3046.571565
FDG44,OUT017,1117.47817
FDQ10,OUT046,2890.439683
DRH13,OUT049,2544.252645
FDT52,OUT013,1684.715395
FDM56,OUT045,2048.604206
NCO43,OUT010,1561.935674
NCV29,OUT035,3463.687059
NCF06,OUT013,592.3571117
FDO50,OUT035,3033.903066
FDT59,OUT013,1116.366597
FDX40,OUT027,2765.684507
FDE50,OUT017,547.1162042
FDX51,OUT017,685.6275179
NCD30,OUT018,1684.069933
FDK15,OUT013,3046.571565
FDL12,OUT045,1836.03736
FDK46,OUT017,1448.870616
DRH49,OUT010,932.0594727
FDQ57,OUT046,1338.260036
FDY59,OUT017,2756.632764
FDO09,OUT018,3072.901365
NCG30,OUT035,486.8577186
FDM09,OUT017,719.938551
NCN17,OUT027,3315.12723
NCS42,OUT013,2728.865815
FDD02,OUT019,1338.260036
FDE34,OUT013,3046.571565
FDU38,OUT045,707.2700515
FDB33,OUT046,1054.714889
NCJ29,OUT017,1684.069933
FDZ27,OUT035,1735.925919
FDI40,OUT013,2571.75656
FDG22,OUT013,2840.676741
FDT51,OUT017,2156.135249
FDF20,OUT018,2143.46675
FDV50,OUT035,2544.252645
FDT02,OUT049,2963.072273
DRC49,OUT017,672.8106332
FDF26,OUT049,1975.712687
FDV52,OUT035,1501.294608
FDX59,OUT049,484.2883504
FDV25,OUT035,3007.415477
FDW23,OUT027,312.0792519
FDE53,OUT018,2728.865815
FDA19,OUT017,2756.632764
FDH22,OUT046,2728.865815
NCO41,OUT013,3046.571565
FDX12,OUT017,2893.129354
FDF17,OUT013,2963.072273
FDS11,OUT045,336.0050758
FDR51,OUT035,2759.294842
FDT49,OUT010,2242.68549
FDC56,OUT013,395.7741104
FDR13,OUT027,1975.712687
FDQ60,OUT035,1093.969223
FDN38,OUT049,2946.888438
NCL29,OUT013,374.1895445
FDO13,OUT027,2890.439683
FDE26,OUT018,2366.193372
FDA31,OUT010,814.2505507
FDX14,OUT035,2048.604206
FDA34,OUT045,2599.279698
FDF26,OUT013,2156.135249
FDE38,OUT045,2635.120976
DRI11,OUT046,1684.715395
FDQ60,OUT027,3275.311466
FDL21,OUT027,699.1004666
DRC12,OUT027,2048.604206
FDC47,OUT046,2544.252645
FDE57,OUT045,1117.47817
FDT14,OUT045,3046.571565
NCZ53,OUT046,3016.979838
FDE28,OUT018,711.7689661
FDR19,OUT035,2759.294842
NCF54,OUT019,1684.715395
FDZ08,OUT046,983.9154592
